booking_id,customer_id,returning_customer,customer_age,tour_id,departure_id,tour_name,location,region,tour_type,customer_origin,booking_segment,booking_channel,booking_stage,unit_price_vnd,adults,children,infants,participants,booking_date,travel_start,travel_end,season,weather_condition,status,post_tour_rating,revenue_vnd,total_cost_vnd,profit_vnd
B009252,CUST07533,False,31,T111,T111_SH_Gr_240727_0029,Tour Huế 2N1Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Group,OTA,Normal,760000,8,0,0,8,2024-07-18,2024-07-27,2024-07-28,Summer,Rainy,Completed,3.6,6080000,4680000,1400000
B009253,CUST07534,False,33,T258,T258_SH_Fa_240420_0028,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,OTA,Early,650000,3,2,0,5,2024-03-15,2024-04-20,2024-04-21,Spring,Rainy,Completed,4.1,2730000,1990000,740000
B009254,CUST07535,False,23,T033,T033_SH_Gr_220909_0006,Tour TP.HCM 4N3Đ - Cultural,TP.HCM,Nam Bộ,Cultural,Domestic,Group,OTA,Normal,2240000,10,0,0,10,2022-08-27,2022-09-09,2022-09-12,Autumn,Cloudy,Completed,5.0,22400000,15650000,6750000
B009255,CUST07536,False,53,T130,T130_SH_Fa_230609_0007,Tour Phú Quốc 2N1Đ - Adventure,Phú Quốc,Nam Bộ,Adventure,Domestic,Family,OTA,Early,800000,2,1,0,3,2023-05-05,2023-06-09,2023-06-10,Summer,Cloudy,Completed,4.8,2080000,1550000,530000
B009256,CUST07537,False,21,T037,T037_SH_Gr_230804_0014,Tour Hà Giang 6N5Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Social,Normal,2850000,10,0,0,10,2023-07-21,2023-08-04,2023-08-09,Summer,Cloudy,Completed,4.1,28500000,20880000,7620000
B009257,CUST07538,False,48,T080,T080_PV_Fa_230324_009256,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Family,Social,Early,1530000,7,4,0,11,2023-02-19,2023-03-24,2023-03-25,Spring,Sunny,Completed,3.6,14380000,9880000,4500000
B009258,CUST07150,True,27,T144,T144_SH_Gr_240724_0025,Tour Quảng Bình 3N2Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Group,Agent,Normal,1330000,10,0,0,10,2024-07-06,2024-07-24,2024-07-26,Summer,Sunny,Completed,4.5,13300000,8940000,4360000
B009259,CUST07539,False,35,T099,T099_SH_Fa_230626_0024,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Family,OTA,Normal,1290000,4,3,0,7,2023-06-05,2023-06-26,2023-06-27,Summer,Cloudy,Completed,4.4,7480000,5200000,2280000
B009260,CUST07540,False,28,T131,T131_SH_Gr_241221_0021,Tour TP.HCM 3N2Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,Agent,Normal,1630000,9,0,0,9,2024-11-26,2024-12-21,2024-12-23,Winter,Sunny,Completed,4.3,14670000,9860000,4810000
B009261,CUST07541,False,32,T179,T179_SH_Fa_240614_0002,Tour Nha Trang 4N3Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Family,Website,Early,2430000,5,3,0,8,2024-04-29,2024-06-14,2024-06-17,Summer,Sunny,Completed,4.8,16520000,12990000,3530000
B009262,CUST07542,False,31,T289,T289_SH_Gr_240514_0419,Tour Bến Tre 2N1Đ - Cultural,Bến Tre,Nam Bộ,Cultural,Domestic,Group,Agent,Normal,1070000,5,0,0,5,2024-04-27,2024-05-14,2024-05-15,Summer,Rainy,Cancelled,,0,0,0
B009263,CUST07543,False,37,T190,T190_SH_Fa_230219_0006,Tour Nha Trang 3N2Đ - City,Nha Trang,Nam Trung Bộ,City,Domestic,Family,OTA,Normal,1660000,5,3,0,8,2023-01-28,2023-02-19,2023-02-21,Spring,Cloudy,Completed,4.4,11290000,8150000,3140000
B009264,CUST07544,False,30,T341,T341_SH_Gr_231126_0009,Tour Hội An 3N2Đ - City,Hội An,Bắc Trung Bộ,City,Domestic,Group,Website,Normal,1480000,9,0,0,9,2023-10-31,2023-11-26,2023-11-28,Winter,Storm,Completed,3.8,13320000,9850000,3470000
B009265,CUST07293,True,55,T038,T038_SH_Fa_241216_0025,Tour Huế 3N2Đ - Cultural,Huế,Bắc Trung Bộ,Cultural,Domestic,Family,Agent,Normal,1090000,2,1,0,3,2024-11-28,2024-12-16,2024-12-18,Winter,Cloudy,Completed,3.8,2830000,1920000,910000
B009266,CUST05016,True,29,T342,T342_SH_Gr_240802_0028,Tour Quảng Bình 3N2Đ - Adventure,Quảng Bình,Bắc Trung Bộ,Adventure,Domestic,Group,Social,Normal,1570000,12,0,0,12,2024-07-04,2024-08-02,2024-08-04,Summer,Sunny,Completed,5.0,18840000,14130000,4710000
B009267,CUST07545,False,35,T322,T322_SH_Fa_220119_0012,Tour Nha Trang 2N1Đ - Cultural,Nha Trang,Nam Trung Bộ,Cultural,Domestic,Family,Social,Early,1020000,3,1,0,4,2022-01-03,2022-01-19,2022-01-20,Winter,Sunny,Completed,4.1,3670000,2740000,930000
B009268,CUST05335,True,29,T013,T013_SH_Gr_240518_0027,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Group,Agent,Normal,1050000,9,0,0,9,2024-04-24,2024-05-18,2024-05-19,Summer,Sunny,Completed,4.7,9450000,7000000,2450000
B009269,CUST07546,False,45,T171,T171_SH_Fa_230315_0015,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Family,Website,Early,880000,4,2,0,6,2023-02-10,2023-03-15,2023-03-16,Spring,Sunny,Completed,4.5,4580000,3420000,1160000
B009270,CUST06434,True,32,T272,T272_SH_Gr_230606_0010,Tour Vũng Tàu 2N1Đ - City,Vũng Tàu,Nam Bộ,City,Domestic,Group,Website,Normal,1100000,11,0,0,11,2023-05-15,2023-06-06,2023-06-07,Summer,Rainy,Completed,4.2,12100000,8550000,3550000
B009271,CUST07547,False,48,T291,T291_PV_Fa_220820_009270,Tour Đà Nẵng 2N1Đ - City,Đà Nẵng,Nam Trung Bộ,City,Domestic,Family,OTA,Normal,870000,8,6,0,14,2022-07-22,2022-08-20,2022-08-21,Summer,Sunny,Completed,4.0,10090000,8060000,2030000
B009272,CUST05981,True,28,T353,T353_SH_Gr_241215_0018,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,Website,Normal,1020000,7,0,0,7,2024-11-18,2024-12-15,2024-12-16,Winter,Rainy,Cancelled,,0,0,0
B009273,CUST07548,False,51,T060,T060_SH_Fa_240331_0015,Tour Cần Thơ 3N2Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Family,Social,Early,1400000,2,1,0,3,2024-03-04,2024-03-31,2024-04-02,Spring,Sunny,Completed,3.9,3640000,2560000,1080000
B009274,CUST07549,False,23,T189,T189_SH_Gr_240723_0000,Tour Hạ Long 7N6Đ - Beach,Hạ Long,Bắc Bộ,Beach,Domestic,Group,Website,Normal,4300000,5,0,0,5,2024-07-03,2024-07-23,2024-07-29,Summer,Sunny,Completed,3.4,21500000,15370000,6130000
B009275,CUST02032,True,53,T035,T035_SH_Fa_240214_0022,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Hotline,Early,1140000,4,3,0,7,2024-01-15,2024-02-14,2024-02-16,Spring,Sunny,Completed,4.7,6610000,4810000,1800000
B009276,CUST07550,False,25,T047,T047_SH_Gr_220121_0003,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,1110000,11,0,0,11,2022-01-12,2022-01-21,2022-01-22,Winter,Sunny,Completed,3.8,12210000,8380000,3830000
B009277,CUST07551,False,47,T190,T190_SH_Fa_230219_0006,Tour Nha Trang 3N2Đ - City,Nha Trang,Nam Trung Bộ,City,Domestic,Family,Website,Early,1660000,3,1,0,4,2023-01-08,2023-02-19,2023-02-21,Spring,Cloudy,Completed,4.1,5980000,4660000,1320000
B009278,CUST07552,False,21,T215,T215_SH_Gr_240526_0454,Tour Cần Thơ 2N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Group,Website,Early,1070000,5,0,0,5,2024-04-22,2024-05-26,2024-05-27,Summer,Cloudy,Completed,4.0,5350000,3840000,1510000
B009279,CUST07553,False,53,T052,T052_SH_Fa_231028_0005,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Family,Social,Early,2120000,3,2,0,5,2023-09-23,2023-10-28,2023-10-31,Autumn,Sunny,Completed,4.2,8900000,6640000,2260000
B009280,CUST07554,False,27,T065,T065_SH_Gr_240830_0020,Tour Vũng Tàu 3N2Đ - City,Vũng Tàu,Nam Bộ,City,Domestic,Group,Agent,Normal,1630000,11,0,0,11,2024-08-06,2024-08-30,2024-09-01,Summer,Cloudy,Cancelled,,0,0,0
B009281,CUST04609,True,30,T236,T236_SH_Fa_240723_0010,Tour Ninh Bình 5N4Đ - City,Ninh Bình,Bắc Bộ,City,Domestic,Family,OTA,Early,1440000,3,2,0,5,2024-06-19,2024-07-23,2024-07-27,Summer,Rainy,Completed,3.4,6050000,4650000,1400000
B009282,CUST07555,False,21,T104,T104_SH_Gr_220114_0001,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Group,OTA,Normal,1140000,5,0,0,5,2022-01-01,2022-01-14,2022-01-15,Winter,Rainy,Completed,4.0,5700000,4480000,1220000
B009283,CUST00099,True,30,T236,T236_SH_Fa_240723_0010,Tour Ninh Bình 5N4Đ - City,Ninh Bình,Bắc Bộ,City,Domestic,Family,OTA,Normal,1440000,3,2,0,5,2024-06-26,2024-07-23,2024-07-27,Summer,Rainy,Completed,3.2,6050000,4460000,1590000
B009284,CUST03406,True,25,T292,T292_SH_Gr_220927_0000,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Group,Website,Early,1400000,11,0,0,11,2022-08-29,2022-09-27,2022-09-29,Autumn,Rainy,Completed,3.5,15400000,11520000,3880000
B009285,CUST07556,False,50,T168,T168_SH_Fa_231219_0016,Tour Phú Quốc 3N2Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Family,Agent,Early,1510000,5,3,0,8,2023-10-29,2023-12-19,2023-12-21,Winter,Cloudy,Completed,4.1,10270000,7920000,2350000
B009286,CUST07557,False,26,T284,T284_SH_Gr_240811_0026,Tour Cần Thơ 2N1Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Domestic,Group,Agent,Early,1120000,12,0,0,12,2024-07-10,2024-08-11,2024-08-12,Summer,Cloudy,Completed,3.9,13440000,9210000,4230000
B009287,CUST07558,False,41,T175,T175_SH_Fa_230813_0020,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Family,Website,Normal,1490000,4,3,0,7,2023-07-13,2023-08-13,2023-08-15,Summer,Sunny,Completed,4.8,8640000,5720000,2920000
B009288,CUST04921,True,29,T047,T047_SH_Gr_230526_0019,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,950000,11,0,0,11,2023-05-10,2023-05-26,2023-05-27,Summer,Sunny,Completed,4.6,10450000,7000000,3450000
B009289,CUST07160,True,37,T048,T048_SH_Fa_230512_0023,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,OTA,Early,930000,2,2,0,4,2023-04-13,2023-05-12,2023-05-13,Summer,Sunny,Completed,3.3,2980000,2210000,770000
B009290,CUST07559,False,21,T028,T028_SH_Gr_241207_0009,Tour TP.HCM 2N1Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,Social,Normal,930000,5,0,0,5,2024-11-22,2024-12-07,2024-12-08,Winter,Sunny,Completed,4.3,4650000,3130000,1520000
B009291,CUST07560,False,41,T175,T175_SH_Fa_230813_0020,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Family,Website,Early,1490000,5,3,0,8,2023-07-04,2023-08-13,2023-08-15,Summer,Sunny,Completed,4.2,10130000,6990000,3140000
B009292,CUST07561,False,24,T332,T332_SH_Gr_231113_0016,Tour Ninh Bình 4N3Đ - City,Ninh Bình,Bắc Bộ,City,Domestic,Group,OTA,Normal,1890000,8,0,0,8,2023-11-05,2023-11-13,2023-11-16,Winter,Cloudy,Completed,4.3,15120000,11430000,3690000
B009293,CUST07562,False,37,T153,T153_PV_Fa_230308_009292,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Family,OTA,Normal,1450000,7,5,0,12,2023-02-09,2023-03-08,2023-03-09,Spring,Sunny,Completed,4.1,14500000,11580000,2920000
B009294,CUST07563,False,20,T272,T272_SH_Gr_230606_0010,Tour Vũng Tàu 2N1Đ - City,Vũng Tàu,Nam Bộ,City,Domestic,Group,OTA,Normal,1100000,9,0,0,9,2023-05-12,2023-06-06,2023-06-07,Summer,Rainy,Completed,4.2,9900000,7240000,2660000
B009295,CUST07564,False,52,T040,T040_SH_Fa_230507_0029,Tour Cần Thơ 3N2Đ - Cultural,Cần Thơ,Nam Bộ,Cultural,Domestic,Family,OTA,Normal,1330000,5,3,0,8,2023-04-14,2023-05-07,2023-05-09,Summer,Sunny,Completed,3.5,9040000,6840000,2200000
B009296,CUST07565,False,28,T250,T250_SH_Gr_230710_0002,Tour Vũng Tàu 2N1Đ - Beach,Vũng Tàu,Nam Bộ,Beach,Domestic,Group,OTA,Normal,1390000,5,0,0,5,2023-06-20,2023-07-10,2023-07-11,Summer,Cloudy,Completed,3.2,6950000,4710000,2240000
B009297,CUST07566,False,53,T144,T144_SH_Fa_230424_0004,Tour Quảng Bình 3N2Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Family,OTA,Early,1510000,5,2,0,7,2023-03-16,2023-04-24,2023-04-26,Spring,Sunny,Completed,4.8,9360000,6260000,3100000
B009298,CUST04185,True,21,T166,T166_SH_Gr_220911_0008,Tour Đà Lạt 1N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Group,OTA,Normal,500000,9,0,0,9,2022-08-10,2022-09-11,2022-09-11,Autumn,Sunny,Completed,3.9,4500000,3410000,1090000
B009299,CUST07567,False,52,T160,T160_SH_Fa_220328_0008,Tour Hội An 2N1Đ - City,Hội An,Bắc Trung Bộ,City,Domestic,Family,OTA,Early,840000,3,2,0,5,2022-02-22,2022-03-28,2022-03-29,Spring,Sunny,Completed,3.6,3530000,2390000,1140000
B009300,CUST07568,False,30,T043,T043_SH_Gr_220724_0012,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Social,Normal,1610000,5,0,0,5,2022-06-29,2022-07-24,2022-07-26,Summer,Cloudy,Completed,3.7,8050000,5370000,2680000
B009301,CUST07569,False,35,T354,T354_SH_Fa_231208_0001,Tour Đà Nẵng 3N2Đ - Beach,Đà Nẵng,Nam Trung Bộ,Beach,Domestic,Family,Social,Early,1390000,5,3,0,8,2023-10-28,2023-12-08,2023-12-10,Winter,Sunny,Completed,3.4,9450000,7460000,1990000
B009302,CUST07570,False,25,T043,T043_SH_Gr_220724_0012,Tour Hội An 3N2Đ - Cultural,Hội An,Bắc Trung Bộ,Cultural,Domestic,Group,Agent,Normal,1610000,10,0,0,10,2022-07-16,2022-07-24,2022-07-26,Summer,Cloudy,Completed,4.5,16100000,12290000,3810000
B009303,CUST07571,False,42,T035,T035_SH_Fa_240214_0022,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,OTA,Early,1140000,5,3,0,8,2023-12-29,2024-02-14,2024-02-16,Spring,Sunny,Completed,3.6,7750000,6080000,1670000
B009304,CUST07484,True,21,T065,T065_SH_Gr_240830_0020,Tour Vũng Tàu 3N2Đ - City,Vũng Tàu,Nam Bộ,City,Domestic,Group,OTA,Normal,1630000,7,0,0,7,2024-07-30,2024-08-30,2024-09-01,Summer,Cloudy,Completed,4.7,11410000,8980000,2430000
B009305,CUST07572,False,34,T236,T236_SH_Fa_240723_0010,Tour Ninh Bình 5N4Đ - City,Ninh Bình,Bắc Bộ,City,Domestic,Family,OTA,Early,1440000,3,2,0,5,2024-06-19,2024-07-23,2024-07-27,Summer,Rainy,Completed,3.7,6050000,4500000,1550000
B009306,CUST07573,False,27,T077,T077_SH_Gr_240131_0015,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,OTA,Late,1020000,6,0,0,6,2024-01-21,2024-01-31,2024-02-02,Winter,Rainy,Completed,4.5,6120000,4690000,1430000
B009307,CUST07574,False,31,T257,T257_SH_Fa_240428_0018,Tour TP.HCM 2N1Đ - Food,TP.HCM,Nam Bộ,Food,Domestic,Family,Hotline,Normal,820000,3,1,0,4,2024-04-03,2024-04-28,2024-04-29,Spring,Sunny,Completed,4.7,2950000,2000000,950000
B009308,CUST07575,False,20,T013,T013_SH_Gr_240518_0027,Tour Hạ Long 2N1Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Group,Hotline,Normal,1050000,6,0,0,6,2024-04-27,2024-05-18,2024-05-19,Summer,Sunny,Completed,4.7,6300000,4710000,1590000
B009309,CUST07576,False,51,T253,T253_SH_Fa_240613_0014,Tour Sa Pa 3N2Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Family,OTA,Early,1620000,2,1,0,3,2024-05-16,2024-06-13,2024-06-15,Summer,Sunny,Completed,4.8,4210000,2960000,1250000
B009310,CUST07577,False,20,T020,T020_SH_Gr_230414_0018,Tour Phú Quốc 2N1Đ - Beach,Phú Quốc,Nam Bộ,Beach,Domestic,Group,OTA,Normal,1210000,11,0,0,11,2023-03-21,2023-04-14,2023-04-15,Spring,Sunny,Completed,4.2,13310000,8910000,4400000
B009311,CUST01974,True,50,T258,T258_SH_Fa_240420_0028,Tour Đà Lạt 2N1Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Website,Normal,650000,3,2,0,5,2024-03-27,2024-04-20,2024-04-21,Spring,Rainy,Completed,3.6,2730000,2140000,590000
B009312,CUST07578,False,24,T034,T034_SH_Gr_221130_0017,Tour Sa Pa 3N2Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,1030000,6,0,0,6,2022-11-04,2022-11-30,2022-12-02,Winter,Sunny,Completed,4.4,6180000,4380000,1800000
B009313,CUST07579,False,46,T327,T327_SH_Fa_231021_0011,Tour Hà Nội 3N2Đ - Cultural,Hà Nội,Bắc Bộ,Cultural,Domestic,Family,Agent,Early,1350000,2,1,0,3,2023-09-18,2023-10-21,2023-10-23,Autumn,Cloudy,Completed,4.1,3510000,2460000,1050000
B009314,CUST07580,False,31,T348,T348_SH_Gr_220223_0014,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,OTA,Normal,1080000,5,0,0,5,2022-02-06,2022-02-23,2022-02-24,Spring,Cloudy,Completed,4.1,5400000,4370000,1030000
B009315,CUST07581,False,45,T144,T144_SH_Fa_230424_0004,Tour Quảng Bình 3N2Đ - Cultural,Quảng Bình,Bắc Trung Bộ,Cultural,Domestic,Family,Agent,Early,1510000,2,1,0,3,2023-03-19,2023-04-24,2023-04-26,Spring,Sunny,Completed,3.6,3930000,3020000,910000
B009316,CUST07582,False,31,T232,T232_SH_Gr_240220_0001,Tour Quảng Bình 3N2Đ - Beach,Quảng Bình,Bắc Trung Bộ,Beach,Domestic,Group,Agent,Normal,1490000,5,0,0,5,2024-02-04,2024-02-20,2024-02-22,Spring,Rainy,Completed,4.2,7450000,5560000,1890000
B009317,CUST07583,False,47,T052,T052_SH_Fa_231028_0005,Tour Hà Nội 4N3Đ - City,Hà Nội,Bắc Bộ,City,Domestic,Family,OTA,Normal,2120000,5,2,0,7,2023-10-11,2023-10-28,2023-10-31,Autumn,Sunny,Completed,4.1,13140000,10500000,2640000
B009318,CUST04041,True,29,T101,T101_SH_Gr_240908_0007,Tour Sa Pa 4N3Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Group,Agent,Normal,1880000,9,0,0,9,2024-08-12,2024-09-08,2024-09-11,Autumn,Cloudy,Completed,4.6,16920000,11810000,5110000
B009319,CUST02666,True,42,T134,T134_SH_Fa_240210_0027,Tour Bến Tre 3N2Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,Website,Normal,1530000,3,2,0,5,2024-01-12,2024-02-10,2024-02-12,Spring,Sunny,Completed,4.1,6430000,4500000,1930000
B009320,CUST07584,False,32,T033,T033_SH_Gr_230829_0024,Tour TP.HCM 4N3Đ - Cultural,TP.HCM,Nam Bộ,Cultural,Domestic,Group,Social,Early,2030000,5,0,0,5,2023-07-23,2023-08-29,2023-09-01,Summer,Rainy,Completed,3.6,10150000,7430000,2720000
B009321,CUST07585,False,36,T309,T309_PV_Fa_230117_009320,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Family,Website,Normal,1450000,7,5,0,12,2022-12-18,2023-01-17,2023-01-18,Winter,Sunny,Completed,4.6,14500000,10560000,3940000
B009322,CUST07586,False,30,T092,T092_SH_Gr_240728_0023,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,Website,Normal,1430000,6,0,0,6,2024-07-07,2024-07-28,2024-07-29,Summer,Cloudy,Completed,4.4,8580000,6000000,2580000
B009323,CUST02486,True,46,T179,T179_SH_Fa_240614_0002,Tour Nha Trang 4N3Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Family,OTA,Early,2430000,3,1,0,4,2024-05-09,2024-06-14,2024-06-17,Summer,Sunny,Completed,3.3,8750000,6170000,2580000
B009324,CUST07587,False,20,T340,T340_SH_Gr_240825_0011,Tour Ninh Bình 1N1Đ - City,Ninh Bình,Bắc Bộ,City,Domestic,Group,OTA,Normal,500000,11,0,0,11,2024-07-31,2024-08-25,2024-08-25,Summer,Cloudy,Completed,4.4,5500000,4150000,1350000
B009325,CUST07588,False,44,T048,T048_SH_Fa_230512_0023,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,Agent,Normal,930000,5,3,0,8,2023-04-15,2023-05-12,2023-05-13,Summer,Sunny,Completed,4.3,6320000,4580000,1740000
B009326,CUST07589,False,27,T067,T067_SH_Gr_220504_0014,Tour TP.HCM 4N3Đ - City,TP.HCM,Nam Bộ,City,Domestic,Group,OTA,Normal,1760000,5,0,0,5,2022-04-10,2022-05-04,2022-05-07,Summer,Rainy,Completed,3.6,8800000,5840000,2960000
B009327,CUST07590,False,54,T035,T035_SH_Fa_240214_0022,Tour Đà Lạt 3N2Đ - Mountain,Đà Lạt,Tây Nguyên,Mountain,Domestic,Family,Hotline,Early,1140000,2,1,0,3,2024-01-04,2024-02-14,2024-02-16,Spring,Sunny,Completed,4.8,2960000,1990000,970000
B009328,CUST07591,False,20,T218,T218_SH_Gr_230522_0284,Tour Đà Lạt 4N3Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Group,Website,Early,1470000,5,0,0,5,2023-04-21,2023-05-22,2023-05-25,Summer,Cloudy,Completed,3.7,7350000,5430000,1920000
B009329,CUST07592,False,41,T319,T319_SH_Fa_241208_0007,Tour Cần Thơ 2N1Đ - River,Cần Thơ,Nam Bộ,River,Domestic,Family,OTA,Early,1080000,2,1,0,3,2024-10-19,2024-12-08,2024-12-09,Winter,Sunny,Completed,5.0,2810000,1980000,830000
B009330,CUST07593,False,26,T077,T077_SH_Gr_240131_0015,Tour Hà Giang 3N2Đ - Mountain,Hà Giang,Bắc Bộ,Mountain,Domestic,Group,Agent,Normal,1020000,10,0,0,10,2024-01-06,2024-01-31,2024-02-02,Winter,Rainy,Completed,3.2,10200000,7360000,2840000
B009331,CUST07594,False,34,T134,T134_SH_Fa_240210_0027,Tour Bến Tre 3N2Đ - River,Bến Tre,Nam Bộ,River,Domestic,Family,Hotline,Early,1530000,3,2,0,5,2024-01-01,2024-02-10,2024-02-12,Spring,Sunny,Completed,3.8,6430000,4510000,1920000
B009332,CUST07595,False,23,T047,T047_SH_Gr_220121_0003,Tour Mũi Né 2N1Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,OTA,Late,1110000,9,0,0,9,2022-01-15,2022-01-21,2022-01-22,Winter,Sunny,Completed,4.5,9990000,8070000,1920000
B009333,CUST07596,False,40,T049,T049_SH_Fa_221114_0017,Tour Bến Tre 3N2Đ - City,Bến Tre,Nam Bộ,City,Domestic,Family,Social,Early,1470000,4,4,0,8,2022-10-13,2022-11-14,2022-11-16,Winter,Sunny,Completed,4.7,9410000,6760000,2650000
B009334,CUST07597,False,20,T330,T330_SH_Gr_230425_0007,Tour Nha Trang 3N2Đ - Beach,Nha Trang,Nam Trung Bộ,Beach,Domestic,Group,OTA,Late,1430000,9,0,0,9,2023-04-20,2023-04-25,2023-04-27,Spring,Rainy,Completed,3.7,12870000,10330000,2540000
B009335,CUST07598,False,37,T248,T248_PV_Fa_220428_009334,Tour Cần Thơ 5N4Đ - City,Cần Thơ,Nam Bộ,City,Domestic,Family,Website,Early,2280000,6,3,0,9,2022-03-27,2022-04-28,2022-05-02,Spring,Sunny,Completed,4.7,17780000,13150000,4630000
B009336,CUST07599,False,23,T160,T160_SH_Gr_230925_0005,Tour Hội An 2N1Đ - City,Hội An,Bắc Trung Bộ,City,Domestic,Group,Website,Normal,950000,10,0,0,10,2023-08-31,2023-09-25,2023-09-26,Autumn,Rainy,Cancelled,,0,0,0
B009337,CUST07600,False,37,T010,T010_PV_Fa_230709_009336,Tour Hạ Long 4N3Đ - Cultural,Hạ Long,Bắc Bộ,Cultural,Domestic,Family,Hotline,Early,2690000,6,4,0,10,2023-05-29,2023-07-09,2023-07-12,Summer,Sunny,Completed,3.6,22600000,16030000,6570000
B009338,CUST04762,True,21,T135,T135_SH_Gr_230902_0016,Tour Mũi Né 3N2Đ - Beach,Mũi Né,Nam Trung Bộ,Beach,Domestic,Group,OTA,Late,1280000,11,0,0,11,2023-08-22,2023-09-02,2023-09-04,Autumn,Cloudy,Completed,3.2,14080000,10760000,3320000
B009339,CUST07601,False,30,T313,T313_SH_Fa_230624_0009,Tour Hạ Long 3N2Đ - Cruise,Hạ Long,Bắc Bộ,Cruise,Domestic,Family,Agent,Early,1860000,2,2,0,4,2023-05-13,2023-06-24,2023-06-26,Summer,Sunny,Completed,4.3,5950000,4110000,1840000
B009340,CUST07602,False,24,T101,T101_SH_Gr_230113_0024,Tour Sa Pa 4N3Đ - Mountain,Sa Pa,Bắc Bộ,Mountain,Domestic,Group,Website,Normal,2090000,7,0,0,7,2022-12-19,2023-01-13,2023-01-16,Winter,Sunny,Completed,3.9,14630000,9900000,4730000
B009341,CUST07603,False,35,T085,T085_SH_Fa_220729_0008,Tour Đà Lạt 3N2Đ - Adventure,Đà Lạt,Tây Nguyên,Adventure,Domestic,Family,OTA,Early,1400000,4,3,0,7,2022-06-13,2022-07-29,2022-07-31,Summer,Sunny,Completed,4.2,8120000,6160000,1960000
B009342,CUST07604,False,22,T088,T088_SH_Gr_231010_0017,Tour Bến Tre 2N1Đ - River,Bến Tre,Nam Bộ,River,Domestic,Group,Hotline,Normal,1000000,12,0,0,12,2023-09-20,2023-10-10,2023-10-11,Autumn,Rainy,Completed,3.1,12000000,8490000,3510000
